id,question_text,option1,option2,option3,option4,question_type,correct_option
1702,A 68-year-old woman admitted with first episode of heart failure. Echo shows normal EF and LVH. Most likely cause?,Hypertrophic cardiomyopathy,Diastolic dysfunction,Systolic dysfunction,High-output failure,medicine,Diastolic dysfunction
1703,"A 76-year-old woman with hypertension, osteoporosis, dizziness, and fatigue needs pre-op clearance. Most appropriate action?",Treadmill test,48-hour Holter,Referral to cardiologist,Clear for surgery,medicine,Referral to cardiologist
1704,"A 61-year-old man with dyspnea, JVD, S4, and history of HTN, DM, hyperlipidemia. Best treatment for symptoms?",Anticoagulant therapy,Steroid therapy,Diuretics,Aspirin,medicine,Diuretics
1705,A 38-year-old man with episodic substernal chest tightness <3 min relieved by rest. Normal ECG. Best test to exclude ischemia?,Cardiac CT,Exercise ECG,Resting echocardiogram,CK-MB enzyme,medicine,Exercise ECG
1706,A 55-year-old man with CHF due to LV systolic dysfunction. Best initial treatment?,ACE inhibitors + diuretics,Hydralazine + beta-blockers,Beta-blockers + diuretics,Nitrates + beta-blockers,medicine,ACE inhibitors + diuretics
1707,A 58-year-old man with chronic AF. Increased risk for which complication?,Acute MI,Cerebrovascular accident,Sudden cardiac death,Ventricular fibrillation,medicine,Cerebrovascular accident
1708,A 55-year-old man with atrial fibrillation. Best drug to prevent complications?,Prophylactic warfarin,Prophylactic heparin,Prophylactic lidocaine,No drug recommended,medicine,Prophylactic warfarin
1709,A 59-year-old man admitted with inferolateral MI. Which medication improves survival?,Hydrochlorothiazide,Metoprolol,Morphine,Warfarin,medicine,Metoprolol
1710,"A 70-year-old man presented with progressive dyspnea, palpitation and fatigue for 3 months. He is known to have hypertension on captopril. Echocardiogram showed poor left ventricular function. Currently on furosemide with good symptom control. BP 150/90 mmHg, HR 90/min, RR 18/min, SpO2 95%. Which medication should be added?",Digoxin,Carvedilol,Nifedipine,Hydralazine,medicine,Carvedilol
1711,A 60-year-old asymptomatic man with no smoking history has a 6.5% 10-year MI risk (intermediate) per Pooled Cohort Equations. Which investigation is next?,Cardiac CT angiography,Stress echocardiography,High-sensitivity C-reactive protein,Cardiac magnetic resonance (CMR) imaging,medicine,High-sensitivity C-reactive protein
1712,"A 58-year-old woman with HTN and DM2 on hydrochlorothiazide, losartan, atorvastatin, and metformin has a grade 2/6 apical diastolic murmur. ECG shows nonspecific ST changes. BP 160/80 mmHg. Next step?",Transthoracic echocardiography,Cardiac CT angiography,Transesophageal echocardiography,No further testing,medicine,Transthoracic echocardiography
1713,"A 55-year-old woman with history of atrial fibrillation, TIA, and HTN (on warfarin, metoprolol, candesartan) is now asymptomatic in sinus rhythm. Management?",Continue warfarin,Discontinue warfarin,Continue warfarin and start aspirin,Discontinue warfarin and start clopidogrel,medicine,Continue warfarin
1714,"A 68-year-old man presents with 7 days of dyspnea, orthopnea, dry cough, CVE, crackles, hepatomegaly, and edema. LVEF 60%, BNP 900 ng/L. Next step?",Start calcium channel blocker,Start B-Blocker,Start spironolactone,Start furosemide,medicine,Start furosemide
1715,A 26-year-old pregnant woman at 30 weeks has a mid-systolic ejection murmur at RUSB radiating to carotids. No diastolic murmur. Diagnosis?,Aortic stenosis,Mitral stenosis,Tricuspid stenosis,Physiologic murmur of pregnancy,obstetrics and gynecology,Aortic stenosis
1716,A 28-year-old man has 1-day severe chest pain worse when leaning forward with friction rub and diffuse ST elevations on ECG. Treatment?,Prednisone,Nitroglycerin,Warfarin,Ibuprofen,medicine,Ibuprofen
1717,A 58-year-old woman post-MI asks about secondary prevention. Correct statement?,Anti-platelet agents should be used short-term,Calcium channel blockers should be used indefinitely,HRT prevents coronary events in postmenopausal women,ACE Inhibitors should be used indefinitely in heart failure,medicine,ACE Inhibitors should be used indefinitely in heart failure
1718,A 55-year-old woman with systolic HF (EF 25%). Best medication?,Lisinopril,Amlodipine,Furosemide,Spironolactone,medicine,Lisinopril
1719,A 45-year-old woman with asthma and mitral regurgitation has a grade 3/6 holosystolic murmur radiating to axilla. Next test?,Spirometry,Transthoracic echocardiogram,Transesophageal echocardiogram,Helical CT chest,medicine,Transesophageal echocardiogram
1720,"A 65-year-old man with exertional syncope, dyspnea, mid-systolic murmur, and pulmonary edema. Accurate statement?",Murmur augments with standing,Main treatment is diuretics,ECG will show RBBB,CHF symptoms indicate poor prognosis,medicine,CHF symptoms indicate poor prognosis
1721,"A 48-year-old woman with recurrent nocturnal angina (normal cath, positive ergonovine test) wants single-drug therapy. Best choice?",Lisinopril,Carvedilol,Nifedipine,Aspirin,medicine,Nifedipine
1722,"A 65-year-old man with exertional dyspnea, syncope, mid-systolic murmur, cardiomegaly, and LVH. Management?",Tight BP control,Surgical valvular replacement,Vasodilators,Diuretics,surgery,Surgical valvular replacement
1744,"A 70-year-old man is found to have an ejection systolic murmur in the aortic area during routine medical check-up. He denied symptoms of dyspnea, chest pain or syncope. Physical exam revealed slow-rising carotid pulse; normal JVP and normal lung auscultation. Echocardiogram: Shows concentric LVH, normal ejection fraction and severely stenosed aortic valve. Which of the following is the next step in management?",Aortic valve replacement,Follow-up in 6 months,Furosemide,Enalapril,medicine,Follow-up in 6 months
1745,"A 30-year-old woman with history of rheumatic heart disease since childhood presented with exertional dyspnea and occasional paroxysmal nocturnal dyspnea. Physical examination showed JVP of 5 cm above sternal angle, loud S1, loud P2 and mid-diastolic rumbling murmur in the apex. Fine basal crackles are present on lung auscultation. Which of the following is the most likely diagnosis?",Mitral stenosis,Aortic stenosis,Tricuspid stenosis,Pulmonary stenosis,medicine,Mitral stenosis
1746,"A 60-year-old man presents with abdominal distension, dyspnea and orthopnea. The JVP is markedly elevated and fails to descend during inspiration. Lower limbs showed massive pitting edema up to the thighs. Heart sounds are normal. There are bibasilar crackles on lung auscultation. Abdominal examination showed hepatomegaly and positive shifting dullness. Echocardiogram: Both atria are dilated. Left and right ventricles are normal in size and LVEF is 60%. No valve lesions. Which of the following has the highest diagnostic value?",Holter monitor,Cardiac CT scan,Coronary angiogram,Exercise ECG testing,medicine,Cardiac CT scan
1747,"An 18-year-old boy presents with recurrent syncope with exercise. Physical examination showed normal JVP, jerky carotid pulsations and thrusting apex. There is an ejection systolic murmur, which is best heard in the left parasternal area that increases in intensity with standing and reduces during handgrip. ECG shows left ventricular hypertrophy. Which of the following is the most likely diagnosis?",Aortic stenosis,Pulmonary stenosis,Ventricular septal defect,Hypertrophic obstructive cardiomyopathy,medicine,Hypertrophic obstructive cardiomyopathy
1748,A young man with diagnosis of hypertrophic cardiomyopathy presented with recurrent exertional chest pain and syncope. Which of the following is the best management?,Nifedipine,Metoprolol,Hydralazine,Nitroglycerine,medicine,Metoprolol
1749,"A 65-year-old woman with diabetes and hypertension presented with retrosternal chest pain at rest for 3 hours. Physical examination is normal except for S4 gallop. Blood pressure 110/70 mmHg, Heart rate 76 /min, Oxygen saturation 95 %. Troponin level is 10 < 0.2 pg/L. ECG: T-wave inversion in leads V2-V5. Which of the following is the most likely diagnosis?",Stable angina,Unstable angina,ST elevation myocardial infarction,Non ST elevation myocardial infarction,medicine,Non ST elevation myocardial infarction
1750,"A 60-year-old man with diabetes and hypertension is admitted to the Coronary Care Unit with diagnosis of unstable angina. Physical examination is normal except for S4 gallop. Aspirin, bisoprolol, enoxaparin, atorvastatin and nitrate are started. Troponin level .001 < 0.2 pg/L. ECG showed ST depression in leads II, III, AVF. Echo: Normal. What additional medication is indicated?",Clopidogrel,Candesartan,Streptokinase,Spironolactone,medicine,Clopidogrel
1751,A 30-year-old man presents with burning retrosternal chest pain associated with dyspnea. His history is significant only for common cold 2 weeks ago. Which of the following clinical signs is likely to be present?,Murmur,Pericardial rub,Cannon a-wave,Fourth heart sound,medicine,Pericardial rub
1752,"A 70-year-old man presents with dyspnea, fatigue and presyncope. On examination, the JVP shows cannon a-waves and variations in the intensity of the first heart sound. Which of the following is the definitive treatment?",Implantable cardioverter defibrillator,Permanent pacemaker,Oral theophylline,Oral metoprolol,medicine,Permanent pacemaker
1753,"A 64-year-old woman with advanced breast cancer complains of dyspnea on exertion. On examination, her systolic blood pressure is noted to markedly decrease during inspiration. Heart sounds are distant to auscultation. Chest is clear. Chest x-ray shows marked cardiomegaly with clear lung fields. Which of the following is the most likely diagnosis?",Hypertrophic obstructive cardiomyopathy,Restrictive cardiomyopathy,Dilated cardiomyopathy,Cardiac tamponade,medicine,Cardiac tamponade
1754,"A 65-year-old woman with diabetes and hypercholesterolemia presents to the Emergency Department with chest tightness associated with sweating and nausea of 4-hour duration. Physical examination showed elevated JVP, which increases further during inspiration, S4 gallop and clear lung fields on chest auscultation. Aspirin and clopidogrel were given. Results of cardiac enzymes are pending. Which of the following immediate action should be taken?",Chest X-ray,Echocardiogram,Coronary CT angiogram,ECG with right chest leads,medicine,ECG with right chest leads
1755,A 25-year-old woman presented with dyspnea and cyanosis. Physical examination revealed elevated JVP with predominant a-wave and left parasternal heave. There is an ejection systolic murmur best heard in the left second intercostal space that increases in intensity during inspiration. An ejection click is also heard in the same area. Which of the following is the most likely diagnosis?,Aortic stenosis,Coarctation of aorta,Ventricular septal defect,Congenital pulmonary stenosis,medicine,Congenital pulmonary stenosis
1756,"A 70-year-old man is admitted for stomach resection for gastric cancer. On the 4th postoperative day, the patient developed retrosternal chest pain accompanied with dyspnea and profuse sweating. Physical examination is remarkable only for S4. Aspirin, clopidogrel and nitrate were administered. ECG shows ST elevation in leads V2-V5. Which of the following is the most appropriate step in management?",Thrombolytic therapy,Primary angioplasty,Abciximab,Warfarin,medicine,Primary angioplasty
1757,"A 70-year-old man with hypertension, diabetes and aortic sclerosis discovered to have atrial fibrillation on routine health check-up. He denies dyspnea, chest pain or palpitations. Which of the following drugs is recommended to prevent systemic embolization?",Aspirin,Warfarin,Clopidogrel,Rivaroxaban,medicine,Warfarin
