id,question_text,option1,option2,option3,option4,question_type,correct_option,source
5507,A 23-year-old primigravida at 27 weeks with vaginal bleeding. TVUS shows placenta previa. Most likely associated feature?,Coagulopathy,Painful vaginal bleeding,Postcoital spotting,Profuse first episode of vaginal bleeding,obstetrics and gynecology,Postcoital spotting,general
5508,A 65-year-old woman with chronic renal failure presents with aches and pains for 1 month. General pallor noted. Most appropriate next step?,Oral calcitriol,Oral vitamin D3,Oral vitamin D2,Calcitonin nasal spray,medicine,Oral calcitriol,general
7655,Which of the following is the most common intra-abdominal tumour in children?,Rhabdomyosarcoma,Hepatoma,Wilm's,Ewing,pediatrics,Wilm's,Midgard
5510,A 22-year-old woman with recurrent seizures and cognitive dysfunction. Diagnosed with glioblastoma. Most likely cause of hyponatremia?,Salt-wasting nephropathy,Excessive water consumption,Increased soft drink intake,Syndrome of inappropriate ADH secretion,medicine,Syndrome of inappropriate ADH secretion,general
5511,"A 60-year-old man with CHF, hypertension, gout, dyslipidemia, on Lasix, aspirin, Plavix, metformin. Now presents with painful swollen MTP joint. Which drug most likely responsible?",Lasix,Plavix,Aspirin,Metformin,medicine,Lasix,general
5512,A 26-year-old woman with marked fear of unfamiliar people and embarrassment. Referred to psychologist. Which condition benefits from CBT?,Schizophrenia,Social phobia,Postpartum psychosis,Depression with hallucinations,medicine,Social phobia,general
5514,"A 26-year-old heavy smoker presents with exertional chest pain. Anxious, nicotine stains, JVP elevated. Most appropriate initial therapy for smoking cessation?",Bupropion,Motivational support,Varenicline (Chantix),Nicotine replacement therapy,medicine,Nicotine replacement therapy,general
5515,"A 20-year-old woman referred to neurology with unsteady gait, transient vision loss. MRI shows multiple demyelinating lesions. Most likely diagnosis?",Brain vasculitis,CNS lymphoma,Multiple sclerosis,Vitamin B12 deficiency,medicine,Multiple sclerosis,general
5516,"A 48-year-old woman with RA, joint pain, morning stiffness, on prednisolone and methotrexate. Most appropriate additional treatment?",Ibuprofen,Azathioprine,Cyclosporine,Biologic agent,medicine,Biologic agent,general
5517,A 56-year-old man with 5-year chronic renal failure presents with fatigue. Most appropriate treatment?,Blood transfusion,IV iron,Subcutaneous erythropoietin,Oral folic acid,medicine,Subcutaneous erythropoietin,general
5518,A 58-year-old woman with liver cirrhosis presents with hematemesis. Endoscopy shows bleeding esophageal varices. Most appropriate IV treatment?,Octreotide,Propranolol,H2 receptor blockers,Proton pump inhibitors,medicine,Octreotide,general
5519,A 60-year-old man with cirrhosis and increasing ascites. No fever or hepatic encephalopathy. Most appropriate next step?,IV diuretics,Therapeutic paracentesis,Increase furosemide,TIPS,medicine,Therapeutic paracentesis,general
5520,A 21-year-old man with recurrent wheezing and exertional dyspnea presents with worsening breathlessness after exercise. Bilateral wheezing. Most effective ER treatment?,IV corticosteroid,Inhaled salbutamol,Inhaled salmeterol,Inhaled fluticasone,medicine,Inhaled salbutamol,general
5521,A 28-year-old man with exertional dyspnea and intermittent wheezing after exercise. Diffuse wheezes on exam. Most appropriate treatment?,Inhaled salbutamol,Inhaled fluticasone,IV magnesium,IV hydrocortisone,medicine,Inhaled salbutamol,general
6812,A 16-year-old girl is complaining of infrequent cycle occurring once every 6 to 8 weeks. Which of the following is most likely the cause?,Endometrial hyperplasia,Ovarian mucinous cystadenoma,Physiological variation in menstrual period timing,Uterine benign masses in particular uterine fibroids,obstetrics and gynecology,Physiological variation in menstrual period timing,Midgard
5523,"A 38-week pregnant woman with SLE, joint swelling, oral ulcers, and 1.5 g/day proteinuria. Most appropriate confirmatory test?",PET scan,Kidney biopsy,Renal angiogram,24-hour urine Na and K,obstetrics and gynecology,Kidney biopsy,general
5524,"A 35-year-old woman referred for proteinuria, fatigue, bilateral lower limb edema. Most diagnostic test?",Kidney biopsy,Kidney ultrasound,Complement levels,Antinuclear antibody,medicine,Kidney biopsy,general
6813,"A 24-year-old woman is complaining of failure to conceive over the last 16 months despite regular intercourse. She has infrequent menstruation occurring once every 6 to 8 weeks, with increased facial hair and acne. On ultrasound, her ovaries had multiple small follicles each is 2.5 mm in diameter on the surface. Body mass index 37 kg/m2. Which of the following is the most likely diagnosis?",Polycystic ovarian syndrome,Premature ovarian failure,Adrenocortical tumor,Hypothyroidism,obstetrics and gynecology,Polycystic ovarian syndrome,Midgard
5526,A 60-year-old man with symptomatic hyponatremia. Most serious consequence of rapid correction?,Hypokalemia,Hypernatremia,Volume overload,Central pontine myelinolysis,medicine,Central pontine myelinolysis,general
6854,A 16-year-old presented to the clinic for evaluation of primary amenorrhea. Examination showed normal adult-size breasts. But coarse pubic and axillary hair (see lab result). Test Result Normal Value Testosterone 13.86 0.7-2.8 mol/L Which of the following is the most likely diagnosis?,Mayer-Rokitansky-Kuster-Hauser syndrome,Complete androgen insensitivity syndrome,Asherman's syndrome,Turner syndrome,obstetrics and gynecology,Complete androgen insensitivity syndrome,Midgard
5528,"A 20-year-old woman presents with headache, fever, neck stiffness, lethargy, purpuric rash. Most appropriate diagnostic test?",Skin biopsy,Blood culture,Lumbar puncture,Meningococcal serology,medicine,Lumbar puncture,general
5531,"A 50-year-old alcoholic man with jaundice, fluid thrill, and ascites. Paracentesis performed. Most likely cause of ascites?",Nephrotic syndrome,Acute pancreatitis,Portal hypertension,Congestive heart failure,medicine,Portal hypertension,general
5532,A 45-year-old man recently diagnosed with hypertension and family history of ischemic heart disease. Treated with ARB. Most likely prescribed agent?,Carvedilol,Irbesartan,Perindopril,Amiodarone,medicine,Irbesartan,general
5533,"A 42-year-old man with shortness of breath, fever, fatigue, JVP elevated, pulsus paradoxus, distant heart sounds. ECG low voltage, CXR enlarged heart. Most likely area involved?",Valves,Pericardium,Myocardium,Coronary arteries,medicine,Pericardium,general
5534,A 22-year-old woman ingested 50 tablets of acetaminophen. Conscious. Most appropriate next step?,Hemodialysis,N-acetylcysteine and charcoal,Monitor liver function tests,Intubation and ventilation,medicine,N-acetylcysteine and charcoal,general
5535,A 43-year-old man with prior PE presents with new proximal DVT. Most appropriate management?,Aspirin,Thrombolysis,Long-term anticoagulation,Anticoagulation for 2 months,medicine,Long-term anticoagulation,general
5536,"A 36-year-old man with cough, fatigue, sore throat, and myalgia. Cough with blood-streaked sputum. CXR normal. Most likely diagnosis?",Bronchitis,Pulmonary edema,Goodpasture syndrome,Hereditary hemorrhagic telangiectasia,medicine,Bronchitis,general
5537,"A 42-year-old homeless man with fever, cough, weight loss, night sweats. CXR shows left apical infiltrate. Most diagnostic test?",Thin blood film,Congo red stain,Thick blood film,Ziehl-Neelsen stain,medicine,Ziehl-Neelsen stain,general
5538,"A 35-year-old man after marathon has dark urine, dipstick positive for blood, no RBCs on microscopy. Most likely diagnosis?",Hemorrhagic cystitis,Glomerulonephritis,Rhabdomyolysis,Pyelonephritis,medicine,Rhabdomyolysis,general
5539,"A 35-year-old man after marathon has dark urine, dipstick positive for blood, no RBCs. Most appropriate management?",Diuresis,Hydration,Antibiotics,Antihypertensive,medicine,Hydration,general
5540,"A 50-year-old woman post-op 6 days ago presents with nausea, vomiting, abdominal distension, and constipation. Most appropriate next step in management?",ECG,Urine potassium,Stool potassium,Urine osmolality,medicine,ECG,general
5541,"A patient with acute leukemia and recent bone marrow transplant developed fever, cough, and neutropenia. Diagnosed with invasive aspergillosis. Most appropriate treatment?",Rifampicin,Valaciclovir,Tigecycline,Voriconazole,medicine,Voriconazole,general
5542,"A 32-year-old woman with joint pain, rash over nose, calf swelling, and history of 3 first-trimester miscarriages. Most appropriate VTE prophylaxis?",Lifelong warfarin,Long-term enoxaparin,Long-term unfractionated heparin,Lifelong non-vitamin K antagonist,medicine,Lifelong warfarin,general
5543,"A 46-year-old woman with 3-week back pain, fever, now leg weakness. MRI shows T6 discitis. Most appropriate next step?",PPD test,Brucella titers,T6 biopsy,Bone marrow aspiration for culture,medicine,Brucella titers,general
5544,An 85-year-old man in ICU after massive stroke develops papilledema and hemorrhagic transformation on CT. Most definitive treatment?,IV dexamethasone,Mannitol,Craniotomy and decompression,High-frequency ventilation,medicine,Craniotomy and decompression,general
5545,"An 85-year-old woman with infected bedsore, debridement 2 days ago, now mental confusion. Most likely cause?",Septic shock,Anaphylactic shock,Cardiac shock,Pulmonary embolism,medicine,Septic shock,general
5546,"A 22-year-old prisoner with fever, cough, weight loss, diagnosed with open TB and HIV. Most appropriate management?",Start both HIV and TB therapy,Consider pneumocystis pneumonia,Start HIV therapy first,Start anti-TB therapy alone,medicine,Start anti-TB therapy alone,general
5547,"A 70-year-old man with memory loss, forgets names, wife fears Alzheimer''s. Tender knees. Most likely diagnosis?",Alzheimer's disease,Lewy body dementia,Benign forgetfulness,Hypertensive encephalopathy,medicine,Benign forgetfulness,general
5548,"A 39-year-old man with pancreatic cancer presents with swollen left leg. Tender, erythematous. Most likely diagnosis?",Lymphedema,Cellulitis,Ruptured Baker's cyst,Deep vein thrombosis,medicine,Deep vein thrombosis,general
5549,"A 16-year-old boy with palpable rash on legs, abdominal pain, joint aches, bloody diarrhea, proteinuria. Most likely diagnosis?",Churg-Strauss,Hemolytic uremic syndrome,Henoch-Schönlein purpura,TTP,medicine,Henoch-Schönlein purpura,general
5550,"A 20-year-old woman with dysuria, suprapubic tenderness. Most appropriate antibiotic?",Oral nitrofurantoin,Oral fluoroquinolone,IV gentamicin,Oral beta-lactam,obstetrics and gynecology,Oral nitrofurantoin,general
5551,"A 35-year-old woman with thyroid enlargement. Firm, mobile nodule at lower pole of right lobe. Left lobe normal. Best initial investigation?",Thyroid Tc99 scan,Fine needle aspiration (FNA),T3 level,TSH level,medicine,TSH level,general
5552,A 55-year-old AML patient on chemo presents with fever. No focal infection. Blood and urine cultures taken. Best next step?,IV antibiotics,Close observation,IV antibiotics and antivirals,Oral antibiotics and antifungal,medicine,IV antibiotics,general
5553,"A 50-year-old with fever, productive cough, shortness of breath, coarse crackles. Blood cultures show gram-positive cocci. Best next step in treatment?",Hemodialysis,Dobutamine infusion,1000 mL normal saline bolus,Packed RBC transfusion,medicine,1000 mL normal saline bolus,general
5554,"A 54-year-old with COPD exacerbation, accessory muscle use, diminished gag reflex, wheezing. O2, steroids, abx, nebulizers started. Next step?",Start noninvasive ventilation,Observe for 4–6 hours,Intubation and mechanical ventilation,Increase oxygen to 100%,medicine,Intubation and mechanical ventilation,general
5555,A 35-year-old admitted to ICU with massive pulmonary embolism. Most appropriate initial treatment?,Warfarin,Thrombolysis,Low molecular weight heparin,Dabigatran,medicine,Thrombolysis,general
5556,"A 32-year-old woman with 3-month lower back pain, morning stiffness, bilateral knee/ankle arthritis, Achilles tenderness. Most likely diagnosis?",Reactive arthritis,Rheumatoid arthritis,Ankylosing spondylitis,Crystal deposition arthritis,medicine,Ankylosing spondylitis,general
5557,"A 38-year-old woman with SOB, palpitations, fatigue, spherocytosis, and splenomegaly. Most appropriate treatment?",Blood transfusion,Hydroxyurea,Corticosteroid therapy,Parenteral iron therapy,medicine,Corticosteroid therapy,general
5558,A 30-year-old woman with 3-month palpitations and fatigue. Most appropriate treatment?,Blood transfusion,Parenteral iron therapy,Oral folic acid,Oral iron supplementation,medicine,Oral iron supplementation,general
5559,"A 28-year-old man with 2-week bloody diarrhea, abdominal cramps, tenesmus. Mild tenderness on exam. Most appropriate diagnostic test?",Colonoscopy,Abdominal CT,C. difficile toxins,Stool culture and sensitivity,medicine,Colonoscopy,general
