"id","question_text","option1","option2","option3","option4","question_type","correct_option"
1258,"A 19-year-old woman in labor. Cervix 4 cm. Ultrasound: fetal head in fundus, spine parallel to mother, flexed limbs. Describe fetal lie.","Longitudinal","Frank breech","Complete breech","Incomplete breech","obstetrics and gynecology","Longitudinal"
1259,"A 36-year-old G3 P1011 with prior Down syndrome pregnancy. Which second-trimester screen result would be associated with Down syndrome?","Low hCG, low MSAFP, high estriol, high inhibin A","High hCG, low MSAFP, low estriol, high inhibin A","Low hCG, high MSAFP, high estriol, low inhibin A","Low hCG, high MSAFP, low estriol, low inhibin A","obstetrics and gynecology","High hCG, low MSAFP, low estriol, high inhibin A"
1260,"A 29-year-old woman presents with irregular cycles and galactorrhea. Last delivery 5 years ago. Most helpful investigation?","Beta-hCG","Breast ultrasound","Serum prolactin","Thyroid function","obstetrics and gynecology","Serum prolactin"
1261,"A 34-week pregnant G2 P0010 reports mild headache. BP = 150/100 mmHg. Protein +++ on dipstick. Next best step in management?","Outpatient follow-up","Admit for observation","Admit for induction","Immediate cesarean section","obstetrics and gynecology","Admit for observation"
1262,"A 36-year-old primigravida delivers 4.4 kg baby. After placental delivery, she has heavy bleeding, difficult suturing, and a boggy fundus. BP = 164/92 mmHg. Next step in management?","Prostaglandin F2α","Methylergonovine","Manual exploration","Oxytocin IV infusion","obstetrics and gynecology","Prostaglandin F2α"
1263,"A 20-year-old primigravida at 29 weeks presents with continuous vaginal bleeding and back pain. Vaginal exam shows blood in vault, cervix closed. Fetal well-being reassuring. Most appropriate medication?","Dexamethasone","Indomethacin","Terbutaline","Oxytocin","obstetrics and gynecology","Dexamethasone"
1264,"A 30-year-old G2 P1001 at 34+2 weeks presents with painless vaginal bleeding. US shows placenta previa, cephalic presentation. Stable. Most appropriate management?","Hospitalization","Betamethasone","Cesarean section","Magnesium sulfate","obstetrics and gynecology","Hospitalization"
1265,"A 20-year-old primigravida at 37 weeks of gestation has just been informed that the fetus is non-viable. She starts to feel guilty and blaming her habit of smoking up to 5 cigarettes per day which causes her fetal demise. Which of the following should be considered in counselling this patient?","Smoking has no definite relationship with fetal demise","She should stop smoking for the sake of future pregnancies","The cause is yet undetermined and investigations will be performed","Smoking 5 cigarette per day will increase the likelihood of fetal demise by 10 folds","obstetrics and gynecology","The cause is yet undetermined and investigations will be performed"
1266,"A 21-year-old G2 P1001 at 15 weeks of gestation according to her last menstrual period presents with mild vaginal bleeding and is planned to undergo suction evacuation. Which of the following is the most expected complications of the procedure?","Pneumonia","Hypothyroidism","Amniotic embolism","Uterine perforation","obstetrics and gynecology","Uterine perforation"
1267,"A 22-year-old woman presents to the clinic complaining of pelvic pain, dysmenorrhea, and dyspareunia. She denies any history of fever or vaginal discharge. Ultrasound was performed. Blood pressure 110/70 mmHg, Heart rate 76 /min, Respiratory rate 18 /min, Temperature 36.6 °C. Ultrasound describes the appearance as containing ""ground glass"" internal echoes. Which of the following would be best described to the patient regarding her condition?","The condition is highly malignant","The partner should be investigated","Antibiotics are required to be initiated","Association with infertility to be considered","obstetrics and gynecology","Association with infertility to be considered"
1268,"A 33-year-old woman presents to the clinic after an incidental finding of a mass in the cervix. She denies any complaints of pelvic pressure, pain or menorrhagia but admits to have occasional post coital bleeding. Which of the following is the most appropriate in counselling the patient?","Excision to be performed in the clinic","Admission and further workup is required","Reassurance and follow-up in a few months","Broad spectrum antibiotics need to be started","obstetrics and gynecology","Excision to be performed in the clinic"
1269,"A patient notices one or more sharply marginated, scaling, and red plaques predominantly involving only the vulva. Psoriasis is suspected. Which of the following is required for a definitive diagnosis of psoriasis?","Biopsy is required","Staining using iodine","Clinical diagnosis is sufficient","Potassium hydroxide skin scraping","obstetrics and gynecology","Biopsy is required"
1270,"A 24-year-old woman has been applying recently a new herbal cream on her vulva for the last 2 weeks. She notices a burning sensation and itching along with redness at the area of application. Which of the following is the most likely diagnosis?","Psoriasis","Candidiasis","Allergic contact dermatitis","Squamous intraepithelial lesions of the vulva","obstetrics and gynecology","Allergic contact dermatitis"
1271,"A 30-year-old woman is complaining of a newly developed red and painful swelling on the vulva. On examination, the appearance of a solitary lesion is noted located at the 5 o'clock position on the vestibule. It is red, tender, fluid-filled and appears to be infected. Which of the following is the most likely diagnosis?","Furuncle","Vulvar abscess","Bartholin duct abscess","Hidradenitis suppurativa","obstetrics and gynecology","Bartholin duct abscess"
1272,"A 66-year-old woman presents with a single and asymptomatic bright-red papule at the urethral meatus. The surface bleeds easily on touch. Which of the following is the most likely diagnosis?","Urethral caruncles","Urethral prolapse","Bartholin Abscess","Furuncle","obstetrics and gynecology","Urethral caruncles"
1273,"An 18-year-old girl is complaining of the appearance of lesions that are firm, smooth and skin-colored. They are located at the anogenital area and mons pubis. Occasionally they get inflamed and become red and are described to be of 2 to 3 mm in diameter with occasional itching. Which of the following is the most likely diagnosis?","Squamous cell carcinoma","Molluscum contagiosum","Insect bites","Furuncle","obstetrics and gynecology","Molluscum contagiosum"
1274,"A 20-year-old is suffering from vitiligo, which involves the vulva. Which of the following is the cause for this condition?","Malignant changes of the keratocytes","Allergic reaction from ingested drugs","Result from overuse of irritants locally","Autoimmune lymphocytic attack against melanocytes","obstetrics and gynecology","Autoimmune lymphocytic attack against melanocytes"
1275,"A 20-year-old is complaining of asymptomatic solitary, benign, soft, smooth-surfaced cyst appearing on the vulvar vestibule. On examination, it is found to be domed, translucent and filled with clear, viscous mucin. Incision of the lesion allows jelly-like mucinous material to be extruded. Which of the following is the most likely diagnosis?","Candidiasis","Molluscum contagiosum","Hidradenitis suppurativa","Vestibular mucinous cyst","obstetrics and gynecology","Vestibular mucinous cyst"
1276,"A 70-year-old comes to the clinic complaining of a slowly enlarging lesion at the labia majora, which does not heal and bleeds when traumatized. Which of the following is the most likely diagnosis?","Basal cell carcinoma","Fox-fordyce disease","Neurofibromas","Syringomas","obstetrics and gynecology","Basal cell carcinoma"
1277,"A 30-year-old woman comes to the clinic with anogenital lesions that appear as sharply margined areas seen. They are smooth, flat-topped, 1 to 2 cm in diameter, moist papules and small plaques. The patient admits to having multiple sexual partners and use of illicit drugs. Which of the following is the most likely diagnosis?","Condyloma lata","Basal cell carcinoma","Molluscum contagiosum","Lichen simplex chronicus","obstetrics and gynecology","Condyloma lata"
1278,"A 35-year-old obese woman notices soft, skin-colored, brown papules with short, thin stalks that are 1 to 3 mm developing on multiple areas of the inguinal folds. She states that when they are traumatized, they become blue and purpuric. Which of the following is the most likely diagnosis?","Skin tags","Condylomata lata","Basal cell carcinoma","Condylomata acuminata","obstetrics and gynecology","Skin tags"
1279,"A 25-year-old primigravida at 38 weeks of gestation is being monitored in the Labor and Delivery Ward. Abdominal examination reveals an average size fetus of 3 kg in cephalic presentation and well engaged head. Cervical examination shows 5 cm dilated, 70% effaced and -3 station for the last 4 hours. She is not distressed and not on epidural analgesia. Fetal monitoring is done. Which of the following is the best next step of management?","Start MgSO4","Start Oxytocin","Cesarean section","Reassess in 2 hours","obstetrics and gynecology","Start Oxytocin"
